"F0","base_word","count_trial_logger","response","response_time","speaker","stop_type","subject_nr","time_experiment","word_choice0_eng","word_choice1_eng","subj_gender","subj_age","subj_region","group","stop_response","stop_response2","word_status"
1,"dongmil",92,1,1060,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
4,"tomang",93,0,841,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","t","asp","len_word"
5,"tongmil",94,0,1042,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
6,"tongmil",95,0,995,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
6,"dongmil",96,0,802,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
2,"dongmil",97,1,1092,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
1,"dongmil",98,1,845,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
5,"dongmil",99,0,1116,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
1,"domang",100,1,761,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
1,"tomang",101,1,688,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
7,"tongmil",102,0,802,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
6,"domang",103,0,819,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","t","asp","len_word"
4,"tongmil",104,0,1153,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
1,"domang",105,1,807,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
5,"dongmil",106,0,941,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
7,"tomang",107,0,795,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","t","asp","len_word"
3,"tongmil",108,1,907,"F1","td",23,6092,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
5,"domang",109,0,1264,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","t","asp","len_word"
2,"tomang",110,1,886,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
4,"tomang",111,1,2140,"F1","td",23,6092,"tomang","domang","F",20,"SE","P","d","len","len_word"
2,"bama",0,1,800,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","b","len","asp_word"
1,"baneul",1,1,992,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
3,"baneul",2,1,991,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
4,"bama",3,0,751,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","p","asp","asp_word"
5,"baneul",4,0,771,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
3,"bama",5,1,702,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","b","len","asp_word"
4,"paneul",6,1,771,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
7,"baneul",7,0,895,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
5,"baneul",8,1,1357,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
6,"paneul",9,0,772,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
5,"paneul",10,0,752,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
7,"bama",11,0,915,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","p","asp","asp_word"
7,"paneul",12,0,757,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
1,"bama",13,1,938,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","b","len","asp_word"
5,"bama",14,0,838,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","p","asp","asp_word"
2,"bama",15,1,901,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","b","len","asp_word"
3,"baneul",16,1,758,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
5,"pama",17,0,613,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","p","asp","asp_word"
6,"baneul",18,0,701,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
4,"pama",19,0,710,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","p","asp","asp_word"
2,"baneul",20,1,736,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
7,"bama",21,0,689,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","p","asp","asp_word"
4,"paneul",22,1,580,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
6,"pama",23,0,620,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","p","asp","asp_word"
3,"bama",24,1,688,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","b","len","asp_word"
7,"pama",25,0,695,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","p","asp","asp_word"
7,"baneul",26,0,817,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
1,"paneul",27,1,607,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
6,"bama",28,0,710,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","p","asp","asp_word"
5,"bama",29,1,880,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","b","len","asp_word"
1,"paneul",30,1,906,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
1,"pama",31,1,785,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","b","len","asp_word"
3,"pama",32,1,764,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","b","len","asp_word"
2,"pama",33,1,675,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","b","len","asp_word"
4,"pama",34,1,952,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","b","len","asp_word"
4,"baneul",35,1,755,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
3,"pama",36,1,876,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","b","len","asp_word"
7,"paneul",37,0,874,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
2,"pama",38,1,917,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","b","len","asp_word"
1,"pama",39,1,702,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","b","len","asp_word"
2,"paneul",40,1,885,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
4,"bama",41,0,678,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","p","asp","asp_word"
7,"pama",42,0,817,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","p","asp","asp_word"
1,"baneul",43,1,707,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
2,"paneul",44,1,631,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
4,"baneul",45,1,846,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
3,"paneul",46,1,696,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
6,"bama",47,0,717,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","p","asp","asp_word"
1,"bama",48,1,680,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","b","len","asp_word"
3,"paneul",49,1,656,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
6,"baneul",50,0,726,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
6,"pama",51,0,704,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","p","asp","asp_word"
2,"baneul",52,1,686,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
5,"paneul",53,1,602,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","b","len","len_word"
6,"paneul",54,0,904,"M1","pb",24,6198,"paneul","baneul","F",20,"SE","P","p","asp","len_word"
5,"pama",55,0,939,"M1","pb",24,6198,"pama","bama","F",20,"SE","P","p","asp","asp_word"
5,"tongmil",56,0,5136,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
5,"domang",57,1,1164,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
6,"tomang",58,0,994,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","t","asp","len_word"
7,"tomang",59,0,658,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","t","asp","len_word"
5,"domang",60,1,692,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
1,"tongmil",61,1,1319,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
6,"tongmil",62,0,778,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
5,"tomang",63,1,909,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
6,"tongmil",64,0,2255,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
4,"dongmil",65,1,974,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
2,"domang",66,1,944,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
7,"domang",67,0,872,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","t","asp","len_word"
6,"domang",68,0,902,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","t","asp","len_word"
1,"dongmil",69,1,1023,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
5,"tongmil",70,0,841,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
3,"tongmil",71,1,937,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
4,"domang",72,1,870,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
1,"tomang",73,1,728,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
2,"dongmil",74,1,944,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
5,"tomang",75,1,845,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
3,"dongmil",76,1,979,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
6,"dongmil",77,0,1032,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
4,"tomang",78,1,892,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
7,"tongmil",79,0,887,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
5,"dongmil",80,1,1034,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
6,"dongmil",81,0,3627,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
3,"domang",82,1,1002,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
2,"tomang",83,1,900,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
4,"dongmil",84,1,1125,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
3,"tomang",85,1,821,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
1,"tongmil",86,1,1199,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
6,"tomang",87,0,840,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","t","asp","len_word"
1,"domang",88,1,1642,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
2,"tongmil",89,1,4158,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
6,"domang",90,0,906,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","t","asp","len_word"
7,"domang",91,0,764,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","t","asp","len_word"
3,"tongmil",92,0,1253,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
4,"tongmil",93,0,992,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
3,"dongmil",94,1,1253,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
3,"domang",95,1,978,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
5,"dongmil",96,0,1016,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
1,"dongmil",97,1,1325,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
3,"tomang",98,1,1182,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
4,"domang",99,1,1460,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
7,"tomang",100,0,860,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","t","asp","len_word"
7,"dongmil",101,0,1408,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
7,"tongmil",102,0,857,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
2,"tongmil",103,1,1074,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
1,"domang",104,1,1700,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
2,"tomang",105,1,922,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
4,"tongmil",106,0,1325,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
7,"dongmil",107,0,920,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","t","asp","asp_word"
2,"domang",108,1,1231,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
4,"tomang",109,0,685,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","t","asp","len_word"
2,"dongmil",110,1,993,"F1","td",24,6198,"tongmil","dongmil","F",20,"SE","P","d","len","asp_word"
1,"tomang",111,1,867,"F1","td",24,6198,"tomang","domang","F",20,"SE","P","d","len","len_word"
7,"pama",0,0,611,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
3,"baneul",1,1,674,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
7,"paneul",2,0,540,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
1,"pama",3,1,925,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","b","len","asp_word"
4,"bama",4,0,699,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
6,"pama",5,0,553,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
6,"bama",6,0,577,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
1,"bama",7,1,607,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","b","len","asp_word"
4,"bama",8,0,601,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
4,"baneul",9,0,1374,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
2,"pama",10,1,827,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","b","len","asp_word"
3,"bama",11,0,740,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
6,"paneul",12,0,561,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
3,"pama",13,1,784,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","b","len","asp_word"
5,"bama",14,0,630,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
6,"baneul",15,0,595,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
2,"paneul",16,1,649,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
2,"pama",17,1,726,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","b","len","asp_word"
5,"baneul",18,1,841,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
5,"paneul",19,0,533,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
5,"bama",20,0,626,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
5,"pama",21,0,587,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
7,"baneul",22,0,690,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
4,"paneul",23,1,703,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
3,"bama",24,1,668,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","b","len","asp_word"
1,"paneul",25,1,867,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
2,"baneul",26,1,719,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
7,"pama",27,0,560,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
6,"bama",28,0,671,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
1,"pama",29,1,549,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","b","len","asp_word"
2,"paneul",30,1,564,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
3,"paneul",31,1,582,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
6,"baneul",32,0,621,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
1,"baneul",33,1,603,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
7,"bama",34,0,514,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
2,"bama",35,1,606,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","b","len","asp_word"
5,"paneul",36,0,558,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
4,"pama",37,0,683,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
4,"baneul",38,1,663,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
3,"paneul",39,1,598,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
4,"pama",40,0,688,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
3,"pama",41,1,860,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","b","len","asp_word"
3,"baneul",42,1,909,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
1,"bama",43,1,620,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","b","len","asp_word"
4,"paneul",44,0,680,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
5,"baneul",45,0,691,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
1,"baneul",46,1,689,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
2,"baneul",47,1,642,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
5,"pama",48,0,550,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
2,"bama",49,1,641,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","b","len","asp_word"
1,"paneul",50,1,622,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","b","len","len_word"
7,"baneul",51,0,629,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
6,"pama",52,0,687,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
7,"bama",53,0,510,"M1","pb",25,4567,"pama","bama","M",20,"SE","P","p","asp","asp_word"
7,"paneul",54,0,663,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
6,"paneul",55,0,510,"M1","pb",25,4567,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
6,"tongmil",56,0,857,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
4,"tongmil",57,0,813,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
7,"tongmil",58,0,580,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
5,"dongmil",59,0,1332,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
5,"domang",60,1,841,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","d","len","len_word"
2,"dongmil",61,1,902,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","d","len","asp_word"
3,"tongmil",62,0,1210,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
2,"domang",63,1,629,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","d","len","len_word"
1,"tomang",64,1,861,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","d","len","len_word"
3,"dongmil",65,1,898,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","d","len","asp_word"
4,"tomang",66,0,676,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","t","asp","len_word"
4,"dongmil",67,1,1140,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","d","len","asp_word"
5,"tomang",68,0,561,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","t","asp","len_word"
7,"tomang",69,0,664,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","t","asp","len_word"
7,"domang",70,0,473,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","t","asp","len_word"
3,"tomang",71,1,1088,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","d","len","len_word"
2,"tongmil",72,0,1324,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
6,"dongmil",73,0,668,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
5,"tongmil",74,0,885,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
3,"domang",75,1,650,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","d","len","len_word"
3,"dongmil",76,1,735,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","d","len","asp_word"
1,"domang",77,1,625,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","d","len","len_word"
5,"dongmil",78,0,695,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
3,"tongmil",79,0,777,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
2,"tongmil",80,0,1072,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
5,"tomang",81,0,765,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","t","asp","len_word"
1,"tongmil",82,1,903,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","d","len","asp_word"
7,"tomang",83,0,557,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","t","asp","len_word"
2,"dongmil",84,1,715,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","d","len","asp_word"
4,"tongmil",85,0,791,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
7,"dongmil",86,0,690,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
2,"tomang",87,1,818,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","d","len","len_word"
2,"domang",88,1,584,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","d","len","len_word"
6,"dongmil",89,0,691,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
4,"tomang",90,0,628,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","t","asp","len_word"
7,"tongmil",91,0,693,"F1","td",25,4567,"tongmil","dongmil","M",20,"SE","P","t","asp","asp_word"
6,"tomang",92,0,535,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","t","asp","len_word"
1,"domang",93,1,609,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","d","len","len_word"
4,"domang",94,1,904,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","d","len","len_word"
1,"tomang",95,0,640,"F1","td",25,4567,"tomang","domang","M",20,"SE","P","t","asp","len_word"
